Language,Latitude,Longitude,ID,ISO code,Maximal onset,Maximal coda,CV language,CVC language,CCV language,CCVC language,Maximal CV contrasts,onsets allowed,Codas require onsets,Onset second C is preferentially glide,Any Glides,Onset second C  y,Onset second C  w,Onset second C is preferentially liquid,Any rhotics,Any laterals,Liquid  r-like,Liquid  ell-like,Coda  p t k glottal,Coda  glottal stop,PalatalsAffricates ts,Coda  nasal,Coda  ng,Coda  r l,Coda  s,Coda  glide,C1 in a CC coda  nasal,C1 in a CC coda  liquid,C1 in a CC coda  glide,C1 in a CC coda  glottal stop,C2 in a CC coda  s,General epenthesis,Sesquisyllabic epenthesis,Syllabic consonants,Syllabic nasals,Syllabic non-nasals,Glottal stops in onsets,Glottal stops in codas,Velar nasals in onsets,Velar nasals in codas,Total consonants,Total vowels,Tonal contrasts,Creaky tones,Breathy tones,Total obstruents,Total sonorants,Total egressive consonants,Total plosives,Supralaryngeal Plosive places,Supralaryngeal Plosive series,Plosive manners,Voiceless plosives,Voiced plosives,Aspirated plosives,Ejective plosives,Implodedglottalised plosives,Prenasalised plosives,Prenasalised voiceless plosives,Prenasalised aspirated plosives,Prenasalised breathy plosives,Fully voiceless prenasalised plosives,Postnasalised plosives,Breathy plosives,Pharyngealised plosives,Rounded plosives,Labialvelar stops,Uvular stops,glottal stops,Coronal contrasts in stops,How many coronal stop places oral are there,Coronal affricates,How many coronal affricate series are there,Gap for p,Gap for c,Gap for j,Gap for g,Gaps for both p and c,Gaps for both j and g,Gaps for both p and g,Unexpected b contrast,Unexpected d contrast,Unexpected j contrast,Unexpected g contrast,t more front than d,d more front than t,Nasal stops,Total nasals,Nasal places,Nasal manners,Glottalised nasals,Voiceless nasals,Breathy nasals,Rounded nasals,labiodental nasals,How many coronal nasal places are there,retroflex nasals,palatal nasals,Velar nasals,uvular nasals,labialvelar nasals,Fricatives,Total fricatives,Fricative manners,Voiceless fricatives,Voiced fricatives,Glottalised fricatives,Aspirated fricatives,Rounded fricatives,Prenasalised fricatives,Ejective fricatives,Dental fricatives,Lateral fricatives,Retroflex fricatives,Dorsal fricatives,Pharyngeal fricatives,Any liquids,Total liquids,Any rhotics,Any laterals,Bilabial trills,Total rhotics,Total lateral,Lateral places,Liquid manners,Voiceless liquids,Glottalised liquids,Breathy liquids,Retroflex laterals,Palatal laterals,Velar laterals,Clicks,Total clicks,Bilabial clicks,Dental clicks,Alveolar clicks,Lateral clicks,Postalveolar clicks,Palatal clicks,Glides,Glide series,Glide manners,Glottalised glides,Voiceless glides,Breathy glides,Linguolabials,Uvular consonants,Glottalised sonorants,Voiceless sonorants,Breathy sonorants,Long vowels,Nasalised vowels,Front rounded vowels,Contrastive vowel heights,Topless vowel system no i or u,Bottomless vowel system no a,Interior vowel system contains schwa,Contrastive vowel phonations,Creaky vowels,Breathy vowels,Pharyngealised vowels,Tense vowels,Voiceless vowels,Language family,Language family1,Language family2,Language family3,Language family4,Language family5,Is this language an isolate,World macro-region,WALS area,Autotyp,Country,Ancient language,Papuan,Altitude,Eastness,SOV,SVO,VSO,VOS,OVS,OSV
Amblong,-15.497,166.926,2503,alm,?,?,?,?,?,?,65,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,5,0,0,0,8,5,13,6,3,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,360,186.926,?,?,?,?,?,?
Lonwolwol,-16.211,168.011,2504,crc,1,1,0,1,0,0,312,2,0,0,1,0,0,0,1,1,0,0,?,?,?,?,?,?,?,?,0,0,0,0,0,?,?,?,?,?,?,?,?,?,26,10,0,0,0,18,8,26,13,4,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,5,2,1,1,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,0,188.011,?,?,?,?,?,?
Ampale,-6.753,146.107,2505,apz,3,1,0,0,0,0,270,2,0,0,1,0,0,0,1,0,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,1,0,?,?,?,?,15,6,2,0,0,9,6,15,5,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,Trans New Guinea,Angan,?,?,?,?,0,Pacific,Australia-New Guinea,New Guinea Highlands,Papua New Guinea,0,1,1160,166.107,1,0,0,0,0,0
Anakalang,-9.67,119.67,2506,akg,?,?,?,?,?,?,171,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,6,0,0,0,11,8,19,9,4,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Flores-Sawu-Sumba,Sumba,?,?,0,Pacific,SE Asia & Oceania,Pacific,Indonesia,0,0,0,139.67,0,0,1,0,0,0
Aneme Wake,-9.733,148.52,2507,aby,1,0,1,0,0,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,?,?,?,?,?,?,?,9,5,0,0,0,6,3,9,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Trans New Guinea,Southeast,?,?,?,?,0,Pacific,Australia-New Guinea,South New Guinea,Papua New Guinea,0,1,660,168.52,1,0,0,0,0,0
Lashi,26.05,98.5,2508,lsi,2,1,0,0,0,1,5400,3,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,24,9,4,0,0,18,6,24,11,4,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,7,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,1,2,0,0,0,1,0,Tibeto-Burman,Lolo-Burmese,Burmish,Northern,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,Myanmar,0,0,1650,118.5,?,?,?,?,?,?
Angal,-6,143.6,2509,age,?,?,?,?,?,?,204,?,?,?,?,?,?,?,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,7,0,0,0,11,6,17,8,3,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,Trans New Guinea,Engan,?,?,?,?,0,Pacific,Australia-New Guinea,New Guinea Highlands,Papua New Guinea,0,1,2260,163.6,1,0,0,0,0,0
Angal Heneng,-6.13,143.42,2510,akh,?,?,?,?,?,?,156,?,?,?,?,?,?,?,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,7,0,0,0,9,4,13,7,3,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,0,0,Trans New Guinea,Engan,?,?,?,?,0,Pacific,Australia-New Guinea,New Guinea Highlands,Papua New Guinea,0,1,1880,163.42,1,0,0,0,0,0
Anggreso,-2.17,138.25,2511,kwe-2,1,1,0,1,0,0,154,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,11,7,0,0,0,6,5,11,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,Kwerba,Nuclear,?,?,?,?,0,Pacific,Australia-New Guinea,North New Guinea,Indonesia,0,1,50,158.25,1,0,0,0,0,0
Angkola Batak,1.518,99.531,2512,akb,1,1,0,1,0,0,102,3,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,?,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,5,0,0,0,10,7,17,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Batak-Barrier Islands,Batak,?,?,0,Pacific,SE Asia & Oceania,Southeast Asia,Indonesia,0,0,180,119.531,0,0,1,0,0,0
Aniwa,-19.256,169.6,2513,fut,1,0,1,0,0,0,55,1,0,0,1,0,0,0,1,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,?,0,11,5,0,0,0,7,4,11,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,0,189.6,?,?,?,?,?,?
Anjam,-5.441,145.737,2514,boj,2,2,0,0,0,0,90,3,0,0,0,0,0,1,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,18,5,0,0,0,9,9,18,8,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Trans New Guinea,Madang,?,?,?,?,0,Pacific,Australia-New Guinea,North New Guinea,Papua New Guinea,0,1,0,165.737,0,0,1,0,0,0
Ankave,-7.137,145.744,2515,aak,1,1,0,1,0,0,66,4,0,0,1,0,0,0,1,0,0,0,?,?,?,?,?,0,0,?,0,0,0,0,0,0,0,?,?,?,?,?,?,?,11,6,0,0,0,5,6,11,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Trans New Guinea,Angan,?,?,?,?,0,Pacific,Australia-New Guinea,New Guinea Highlands,Papua New Guinea,0,1,1100,165.744,1,0,0,0,0,0
Ansus,-1.708,135.806,2516,and,1,1,0,1,0,0,60,4,0,0,0,0,0,0,1,0,0,0,0,0,?,0,1,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,12,5,0,0,0,7,5,12,5,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera-West New Guinea,West New Guinea,?,0,Pacific,SE Asia & Oceania,North New Guinea,Indonesia,0,0,0,155.806,?,?,?,?,?,?
Anuta,-11.611,169.85,2517,aud,1,0,1,0,0,0,45,1,0,0,1,0,0,0,1,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,?,0,9,5,0,0,0,5,4,9,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Solomons,0,0,0,189.85,?,?,?,?,?,?
Aore,-15.577,167.181,2518,aor,?,?,?,?,?,?,100,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,20,5,0,0,0,12,8,20,8,4,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,0,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,0,187.181,?,?,?,?,?,?
Aputai,-7.888,126.505,2519,apx,?,?,?,?,?,?,70,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14,5,0,0,0,8,6,14,5,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Timoric,?,?,?,0,Pacific,SE Asia & Oceania,Pacific,Indonesia,0,0,0,146.505,0,1,0,0,0,0
Araki,-15.629,166.957,2520,akr,?,?,?,?,?,?,95,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,5,0,0,0,9,10,19,5,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,1,0,1,0,0,1,0,0,1,4,2,1,1,0,0,1,0,0,0,0,0,0,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,0,186.957,?,?,?,?,?,?
Aralle-Tabulahan,-2.756,119.203,2521,atq,?,?,?,?,?,?,78,?,?,?,?,?,?,?,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,6,0,0,0,7,6,13,5,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Greater South Sulawesi,South Sulawesi,?,?,0,Pacific,SE Asia & Oceania,Pacific,Indonesia,0,0,700,139.203,?,?,?,?,?,?
Arapesh_Muhiang,-3.564,142.9,2522,aoj,?,?,?,?,?,?,90,?,?,?,?,?,?,?,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18,5,0,0,0,13,5,18,10,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Torricelli,Kombio-Arapesh,?,?,?,?,0,Pacific,Australia-New Guinea,North New Guinea,Papua New Guinea,0,1,240,162.9,?,?,?,?,?,?
Are 'Are,-9.342,161.203,2523,alu,?,?,?,?,?,?,100,?,?,?,?,?,?,?,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,5,0,0,0,6,4,10,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Solomons,0,0,0,181.203,?,?,?,?,?,?
Ari,-7.916,142.34,2524,aac,?,?,?,?,?,?,65,?,?,?,?,?,?,?,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,5,0,0,0,10,3,13,9,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Trans New Guinea,Suki-Gogodala,?,?,?,?,0,Pacific,Australia-New Guinea,South New Guinea,Papua New Guinea,0,1,20,162.34,?,?,?,?,?,?
Aribwaungg,-6.592,146.874,2525,ylu,?,?,?,?,?,?,105,?,?,?,?,?,?,?,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,21,5,0,0,0,16,5,21,13,4,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,North New Guinea,Papua New Guinea,0,0,60,166.874,0,0,0,0,0,1
Arifama-Miniafia,-9.142,149.279,2526,aai,1,1,0,1,0,0,108,6,0,0,1,0,0,0,1,0,0,0,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,?,?,?,?,?,?,?,12,5,0,0,0,8,4,12,5,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,South New Guinea,Papua New Guinea,0,0,0,169.279,1,0,0,0,0,0
As,-0.722,131.787,2527,asz,?,?,?,?,?,?,150,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,15,5,0,0,0,10,5,15,8,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera-West New Guinea,West New Guinea,?,0,Pacific,SE Asia & Oceania,North New Guinea,Indonesia,0,0,0,151.787,?,?,?,?,?,?
Asaro_Upper,-5.967,145.292,2528,aso,1,1,0,1,0,0,255,2,0,0,1,0,0,0,1,1,0,0,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,17,5,2,0,0,12,5,17,7,4,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Trans New Guinea,Gorokan,?,?,?,?,0,Pacific,Australia-New Guinea,New Guinea Highlands,Papua New Guinea,0,1,1700,165.292,1,0,0,0,0,0
Asienara,-3.75,133.33,2529,asi,1,1,0,1,0,0,65,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,13,5,0,0,0,9,4,13,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Trans New Guinea,Asmat-Kamoro,?,?,?,?,0,Pacific,Australia-New Guinea,North New Guinea,Indonesia,0,1,0,153.33,1,0,0,0,0,0
Asmat_North,-5,138.5,2530,nks,?,?,?,?,?,?,45,?,?,?,?,?,?,?,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,5,0,0,0,5,4,9,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Trans New Guinea,Asmat-Kamoro,?,?,?,?,0,Pacific,Australia-New Guinea,South New Guinea,Indonesia,0,1,20,158.5,1,0,0,0,0,0
