Language,Latitude,Longitude,ID,ISO code,Maximal onset,Maximal coda,CV language,CVC language,CCV language,CCVC language,Maximal CV contrasts,onsets allowed,Codas require onsets,Onset second C is preferentially glide,Any Glides,Onset second C  y,Onset second C  w,Onset second C is preferentially liquid,Any rhotics,Any laterals,Liquid  r-like,Liquid  ell-like,Coda  p t k glottal,Coda  glottal stop,PalatalsAffricates ts,Coda  nasal,Coda  ng,Coda  r l,Coda  s,Coda  glide,C1 in a CC coda  nasal,C1 in a CC coda  liquid,C1 in a CC coda  glide,C1 in a CC coda  glottal stop,C2 in a CC coda  s,General epenthesis,Sesquisyllabic epenthesis,Syllabic consonants,Syllabic nasals,Syllabic non-nasals,Glottal stops in onsets,Glottal stops in codas,Velar nasals in onsets,Velar nasals in codas,Total consonants,Total vowels,Tonal contrasts,Creaky tones,Breathy tones,Total obstruents,Total sonorants,Total egressive consonants,Total plosives,Supralaryngeal Plosive places,Supralaryngeal Plosive series,Plosive manners,Voiceless plosives,Voiced plosives,Aspirated plosives,Ejective plosives,Implodedglottalised plosives,Prenasalised plosives,Prenasalised voiceless plosives,Prenasalised aspirated plosives,Prenasalised breathy plosives,Fully voiceless prenasalised plosives,Postnasalised plosives,Breathy plosives,Pharyngealised plosives,Rounded plosives,Labialvelar stops,Uvular stops,glottal stops,Coronal contrasts in stops,How many coronal stop places oral are there,Coronal affricates,How many coronal affricate series are there,Gap for p,Gap for c,Gap for j,Gap for g,Gaps for both p and c,Gaps for both j and g,Gaps for both p and g,Unexpected b contrast,Unexpected d contrast,Unexpected j contrast,Unexpected g contrast,t more front than d,d more front than t,Nasal stops,Total nasals,Nasal places,Nasal manners,Glottalised nasals,Voiceless nasals,Breathy nasals,Rounded nasals,labiodental nasals,How many coronal nasal places are there,retroflex nasals,palatal nasals,Velar nasals,uvular nasals,labialvelar nasals,Fricatives,Total fricatives,Fricative manners,Voiceless fricatives,Voiced fricatives,Glottalised fricatives,Aspirated fricatives,Rounded fricatives,Prenasalised fricatives,Ejective fricatives,Dental fricatives,Lateral fricatives,Retroflex fricatives,Dorsal fricatives,Pharyngeal fricatives,Any liquids,Total liquids,Any rhotics,Any laterals,Bilabial trills,Total rhotics,Total lateral,Lateral places,Liquid manners,Voiceless liquids,Glottalised liquids,Breathy liquids,Retroflex laterals,Palatal laterals,Velar laterals,Clicks,Total clicks,Bilabial clicks,Dental clicks,Alveolar clicks,Lateral clicks,Postalveolar clicks,Palatal clicks,Glides,Glide series,Glide manners,Glottalised glides,Voiceless glides,Breathy glides,Linguolabials,Uvular consonants,Glottalised sonorants,Voiceless sonorants,Breathy sonorants,Long vowels,Nasalised vowels,Front rounded vowels,Contrastive vowel heights,Topless vowel system no i or u,Bottomless vowel system no a,Interior vowel system contains schwa,Contrastive vowel phonations,Creaky vowels,Breathy vowels,Pharyngealised vowels,Tense vowels,Voiceless vowels,Language family,Language family1,Language family2,Language family3,Language family4,Language family5,Is this language an isolate,World macro-region,WALS area,Autotyp,Country,Ancient language,Papuan,Altitude,Eastness,SOV,SVO,VSO,VOS,OVS,OSV
Ata Manobo,7.845,125.506,2531,atd,?,?,?,?,?,?,60,?,?,?,?,?,?,?,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,15,4,0,0,0,9,6,15,7,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Philippines,Greater Central Phillipines,?,?,0,Pacific,SE Asia & Oceania,Pacific,Philippines,0,0,240,145.506,?,?,?,?,?,?
Atamanu,-3.396,129.313,2532,jal,?,?,?,?,?,?,80,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,5,0,0,0,9,7,16,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Central Maluku,?,?,?,0,Pacific,SE Asia & Oceania,Pacific,Indonesia,0,0,0,149.313,?,?,?,?,?,?
Lembata,-8.493,123.306,2533,lmj,1,1,0,1,0,0,80,2,0,0,1,0,0,0,1,1,0,0,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,16,5,0,0,0,10,6,16,7,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Timoric,?,?,?,0,Pacific,SE Asia & Oceania,Pacific,Indonesia,0,0,0,143.306,0,1,0,0,0,0
Atta_Pamplona-2,18.458,121.341,2534,att,?,?,?,?,?,?,80,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,16,3,0,0,0,9,7,16,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Philippines,North Luzon,?,?,0,Pacific,SE Asia & Oceania,Pacific,Philippines,0,0,0,141.341,0,0,1,0,0,0
Auhelawa,-10.284,151.02,2535,kud,1,1,0,1,0,0,85,1,1,0,1,0,0,0,0,1,0,0,?,?,?,1,0,?,?,?,0,0,0,0,0,0,0,?,?,?,?,?,?,?,17,5,0,0,0,13,4,17,10,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,1,0,1,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,South New Guinea,Papua New Guinea,0,0,0,171.02,0,0,0,1,0,0
Aulua,-16.33,167.694,2536,aul,?,?,?,?,?,?,100,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,20,5,0,0,0,12,8,20,8,5,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,1,0,1,0,0,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,0,187.694,?,?,?,?,?,?
Austral,-23.377,-149.498,2537,aut,1,0,1,0,0,0,65,1,0,0,1,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,?,0,13,5,0,0,0,8,5,13,5,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,French Polynesia,0,0,0,230.5,0,0,0,0,0,0
Auyana,-6.523,145.708,2538,auy,1,0,1,0,0,0,448,2,0,0,1,0,0,0,1,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,?,0,14,5,3,0,0,9,5,14,7,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Trans New Guinea,Kainantu,?,?,?,?,0,Pacific,Australia-New Guinea,New Guinea Highlands,Papua New Guinea,0,1,1560,165.708,1,0,0,0,0,0
Auye,-3.495,136.002,2539,auu,1,0,1,0,0,0,150,1,0,0,1,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,?,0,10,5,2,0,0,6,4,10,6,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Trans New Guinea,Wissel Lakes,?,?,?,?,0,Pacific,Australia-New Guinea,New Guinea Highlands,Indonesia,0,1,440,156.002,1,0,0,0,0,0
Avava,-16.224,167.523,2540,tmb,?,?,?,?,?,?,192,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24,5,0,0,0,14,10,24,10,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,1,0,1,0,0,1,0,0,1,4,2,1,1,0,0,1,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,0,187.523,?,?,?,?,?,?
Aveteian,-16.42,167.42,2541,xxx-101,?,?,?,?,?,?,114,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,6,0,0,0,11,8,19,8,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,1,0,1,0,0,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,0,187.42,?,?,?,?,?,?
Avok,-16.53,167.7,2542,xxx-37,?,?,?,?,?,?,630,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,21,8,2,0,0,13,8,21,9,4,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,1,0,1,0,0,1,0,0,1,4,2,1,1,0,0,1,0,0,0,0,0,1,0,1,3,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,0,187.7,?,?,?,?,?,?
Li,25.5,101.25,2543,lpo,1,0,1,0,0,0,2380,0,0,0,0,0,0,0,0,1,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,8,3,0,0,28,7,35,18,5,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,10,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,1,0,Tibeto-Burman,Lolo-Burmese,Loloish,Northern,?,?,0,Eurasia,SE Asia & Oceania,Southeast Asia,China,0,0,2080,121.25,?,?,?,?,?,?
Awad Bing,-5.584,146.349,2544,bcu,1,1,0,1,0,0,96,2,0,0,1,0,0,0,1,1,0,0,?,?,?,?,?,?,?,?,0,0,0,0,0,?,?,?,?,?,?,?,?,?,16,5,0,0,0,9,7,16,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,North New Guinea,Papua New Guinea,0,0,0,166.349,?,?,?,?,?,?
Awbono,-5.119,139.201,2545,awh,?,?,?,?,?,?,182,?,?,?,?,?,?,?,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14,6,0,0,0,9,5,14,5,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,0,0,0,0,0,Trans New Guinea,Awyu-Dumut,?,?,?,?,0,Pacific,Australia-New Guinea,New Guinea Highlands,Indonesia,0,1,20,159.201,1,0,0,0,0,0
Awera,-2.677,136.242,2546,awr,?,?,?,?,?,?,35,?,?,?,?,?,?,?,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,5,0,0,0,4,3,7,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Lakes Plains,Western,?,?,?,?,0,Pacific,Australia-New Guinea,North New Guinea,Indonesia,0,1,0,156.242,1,0,0,0,0,0
Axamb,-16.507,167.703,2547,ahb,?,?,?,?,?,?,176,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,22,8,0,0,0,15,7,22,11,4,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,1,0,1,0,0,1,0,0,1,4,2,1,1,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,0,187.703,?,?,?,?,?,?
Ba:ngingi Sama,6.133,121.805,2548,sse,2,1,0,0,0,1,85,2,0,0,1,0,0,0,0,1,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,17,5,0,0,0,10,7,17,8,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Barito,?,?,?,0,Pacific,SE Asia & Oceania,Pacific,Philippines,0,0,0,141.805,0,0,1,0,0,0
Babatana,-7.397,157.37,2549,baa,1,0,1,0,0,0,126,1,0,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,18,7,0,0,0,11,7,18,7,3,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Solomons,0,0,0,177.37,0,0,1,0,0,0
Bada,-1.793,120.313,2550,bhz,?,?,?,?,?,?,138,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23,6,0,0,0,16,7,23,13,3,3,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Celebic,Main,North-west,Kaili-Pamona,0,Pacific,SE Asia & Oceania,Pacific,Indonesia,0,0,860,140.313,?,?,?,?,?,?
Baenggu,-8.506,160.706,2551,bvd,1,0,1,0,0,0,170,1,0,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,17,5,0,0,0,10,7,17,8,3,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,1,0,1,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Solomons,0,0,0,180.706,1,0,0,0,0,0
Baelelea,-8.453,160.66,2552,bvc,1,0,1,0,0,0,190,1,0,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,19,5,0,0,0,11,8,19,8,3,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,0,0,0,1,0,1,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Solomons,0,0,0,180.66,1,0,0,0,0,0
Baetora,-15.258,168.166,2553,btr,1,0,1,0,0,0,80,1,0,0,1,0,0,0,1,1,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,16,5,0,0,0,11,5,16,6,3,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,5,2,1,1,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,0,188.166,1,0,0,0,0,0
Bahinemo,-4.435,142.726,2555,bjh,2,1,0,0,0,1,70,2,0,1,1,0,1,1,0,1,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,?,?,?,?,?,?,?,14,5,0,0,0,9,5,14,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Sepik,Sepik Hill,?,?,?,?,0,Pacific,Australia-New Guinea,North New Guinea,Papua New Guinea,0,1,60,162.726,1,0,0,0,0,0
Baikeno,-9.3,124.32,2556,bkx,1,1,0,1,0,0,70,2,0,0,1,0,0,0,0,1,0,0,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,14,5,0,0,0,9,5,14,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Timoric,?,?,?,0,Pacific,SE Asia & Oceania,Pacific,Timor leste,0,0,0,144.32,0,0,1,0,0,0
Bainapi,-7.904,142.715,2557,dby,?,?,?,?,?,?,168,?,?,?,?,?,?,?,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,7,0,0,0,7,5,12,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,Trans New Guinea,Bosavi,?,?,?,?,0,Pacific,Australia-New Guinea,South New Guinea,Papua New Guinea,0,1,10,162.715,?,?,?,?,?,?
Bajau_Sulawesi,-3.75,122.5,2558,bdl,1,1,0,1,0,0,136,3,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,17,8,0,0,0,10,7,17,7,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Barito,?,?,?,0,Pacific,SE Asia & Oceania,Pacific,Indonesia,0,0,0,142.5,?,?,?,?,?,?
Baki,-16.717,168.138,2559,bki,?,?,?,?,?,?,180,?,?,?,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18,5,0,0,0,9,9,18,7,5,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5,4,1,0,0,0,1,0,2,1,0,1,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,?,?,0,Pacific,SE Asia & Oceania,Pacific,Vanuatu,0,0,0,188.138,1,0,0,0,0,0
