Language	Latitude	Longitude	Number of consonants in the onset	Number of consonants in the coda	Number of tones	Language family	Iso-code	Population	Number in the sample	A	B4a1a1	B4a2	B4b1	B4c1b	B4c2	B4g	B5a	B5b	C	D5	E1	E2	F1a1a	F2	F3a	F3b	F4	G	M10	M12	M17	M19	M20	M21a	M21b	M22	M33c	M47	M50	M51	M71	M72	M73	M77	M7b1	M8a	M9	N10	N21	N22	N9a6	P	Q	R11	R21	R22	R23	R9b	R9c	U	W	Y	Z	A2	A5	A8	B4	B5	C1	C4	C5	D2	D3	D4	F1	F2a	G1	G2a	G3	M3a	M7	M8a2	M9a	M11	M13a	N9a	R9	L2a	H	HV	HV0a	V	R0a	R2	J1	J2	T1	N1	I	N2	U1	U2	U3	U4	U5	U7a	U8	K	X2e	B	D	F	J	T	H1	H3	H4	H5	H8	J1b	J1b1	K1	K2	K2a	K2b	T2	T3	U5a	U5a1	U5b	U5b1	U6	U7	X	L2	A1	A1a	A2a	A2b	N9b	JT	B4a	B4a1	B4a3	B4b	B4c1	B4f	B5a1	B5b1	B5b2	B5b3	F1a	F1a1	F1b	F1c	F3	F4b	M	M7a	M7a1	M7b	M7b2	M7c	M8	C4a	G2a1	D4a	D4a1	D4b	D4d	D4k	D4n	D5a	L1	L3	M1	M5	N	R1	E	HV0	HV1	HV2	N1a	N1b	N2a	N9	R	U9	M2	M3	A6	B4e	G2	M7c1	L0d1	L0d2	L0d3	L0k1a	L0k1b	L0k2	C1a	D1a	S	M27a	M27b	M27c	M28a	M28b	M29a	M29b	P1	P1d	P1d1	Q1	Q1a	Q1b	Q1c	Q2a	Q2a2	B4a1a	B4a1a1a	B4a1a1a1	B4a1a1a3	B4a1a1a4	B4a1a1b	B4b1a2	B5b1c	B5b2a1b1	E1a2	E1b1	E2a	H1a	L0a	L1b	L1c	L2b	L2c	L2d	L2e	L3b	L3d	L3e	L3f	L3h	L4b	U6a	L0d	L0k	G1a	L0	M9b	E1b	M7c3	R5	R6	U2a	U2b	U2c	U2e	U8b
Spanish	40	-4	2	1	0	Indo-European	spa	Central Spain	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0.48	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0.08	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.02	0.02	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.96	0	0.02	0.94	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02
Italian	42	12.7	3	3	0	Indo-European	ita	Italians	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465	0.477	0	0	0	0	0	0	0	0.011	0.011	0.024	0	0	0	0	0	0	0.053	0.053	0	0	0.002	0	0.068	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.039	0.004	0	0	0	0	0	0.197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0.931	0.006	0	0.906	0.005	0	0	0	0	0.011	0	0	0	0.821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053
Avar	42.54	46.7	2	2	0	Nakh-Daghestanian	ava	Avar	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4098360655746	0.0819672131148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.229508196721	0.3606557377047	0.0491803278689	0.0491803278689	0	0	0	0	0	0.016393442623	0.016393442623	0.0819672131148	0.0819672131148	0	0	0.0655737704918	0.131147540984	0	0.131147540984	0.131147540984	0	0.0491803278689	0	0	0.016393442623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0491803278689	0	0	0	0	0	0	0.016393442623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9836065573779	0	0	0.9836065573779	0	0	0.0491803278689	0.016393442623	0	0.016393442623	0	0	0	0.8360655737712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131147540984
Chechen	43.13	45.54	2	2	0	Nakh-Daghestanian	che	Chechen	176	0	0	0	0	0	0	0	0	0	0.0113636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2954545454545	0.0397727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244318181818	0.26136363636342	0.00568181818182	0.00568181818182	0	0	0	0	0.0170454545455	0.0795454545454	0.0454545454545	0.04545454545452	0.0113636363636	0.0340909090909	0.0454545454545	0.0454545454545	0.0852272727273	0	0.0568181818182	0.0568181818182	0	0	0.0113636363636	0	0.0340909090909	0.0170454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170454545455	0.0170454545455	0	0	0	0	0	0	0.0511363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0340909090908	0	0	0	0	0	0.0113636363636	0	0	0	0	0	0	0	0	0	0	0.82386363636334	0.0113636363636	0	0.78977272727254	0	0	0.00568181818182	0	0	0.0454545454545	0.0340909090909	0.00568181818182	0.0227272727273	0.62499999999982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0568181818182
Ingush	42.97	44.77	1	1	0	Nakh-Daghestanian	inh	Ingush	103	0	0	0	0	0	0	0	0	0	0.0194174757282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35922330097088	0.0194174757282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281553398058	0.30097087378616	0.00970873786408	0.00970873786408	0	0	0	0	0.0194174757282	0.0776699029126	0.0776699029126	0.0194174757282	0.0194174757282	0.0194174757282	0.0873786407767	0.0291262135922	0.135922330097	0	0.0388349514563	0.0388349514563	0	0	0.0291262135922	0	0.0291262135922	0.0194174757282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00970873786408	0.00970873786408	0	0	0	0	0	0	0.0485436893204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0970873786408	0	0	0	0	0	0.0194174757282	0	0	0	0	0	0	0	0	0	0	0.96116504854352	0.0485436893204	0	0.86407766990272	0	0	0.00970873786408	0	0	0.0776699029126	0	0	0.0485436893204	0.70873786407744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0388349514563
Lezgian	41.58	47.78	3	2	0	Nakh-Daghestanian	lez	Lezgian	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2608695652176	0.0434782608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239130434783	0.2826086956526	0	0	0.0434782608696	0	0	0	0	0.130434782609	0.130434782609	0.0434782608696	0	0.0652173913043	0.0652173913043	0.130434782609	0	0	0	0	0	0	0.0434782608696	0	0.108695652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108695652174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0434782608696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0000000000011	0	0	0.9565217391315	0	0	0	0	0.0434782608696	0.130434782609	0	0	0.0869565217391	0.6956521739138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abaza	44.34	41.67	3	2	0	North-west Caucasus	abq	Abaza	105	0	0	0	0	0	0	0	0	0	0.047619047619	0	0	0	0	0	0	0	0	0.00952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34285714285752	0.0380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27619047619	0.28571428571381	0	0	0	0	0	0	0.00952380952381	0.0285714285714	0.0285714285714	0.0380952380952	0.00952380952381	0.0571428571429	0.114285714286	0.00952380952381	0.104761904762	0	0.047619047619	0.047619047619	0	0	0.047619047619	0	0.0380952380952	0.00952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0571428571429	0	0	0	0	0	0	0.04761904761901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13333333333321	0	0	0	0	0	0.047619047619	0	0	0	0	0	0	0	0	0	0	0.95238095238065	0.0285714285714	0	0.81904761904744	0	0	0.00952380952381	0	0	0.0285714285714	0	0	0	0.69523809523794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047619047619
Adyghe	44.1	39.08	2	2	0	North-west Caucasus	ady	Adyghe	155	0	0	0	0	0	0	0	0	0	0.0129032258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29032258064523	0.0451612903226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367741935484	0.40645161290343	0	0	0	0	0	0	0.0258064516129	0.03870967741933	0.0322580645161	0.0451612903226	0.0129032258065	0.0258064516129	0.0451612903226	0.0193548387097	0.0967741935484	0	0.0838709677419	0.0838709677419	0	0.00645161290323	0.00645161290323	0	0.0129032258065	0.0258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00645161290323	0.0322580645161	0	0	0	0	0	0	0.0387096774194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02580645161296	0	0	0	0	0	0.0129032258065	0	0	0	0	0	0	0	0	0	0	0.93548387096808	0.00645161290323	0	0.90967741935512	0	0	0.00645161290323	0.0193548387097	0	0.03870967741933	0	0	0	0.79354838709709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0838709677419
Kabardian	43.52	43.63	3	3	0	North-west Caucasus	kbd	Kabardian	150	0	0	0	0	0	0	0	0	0	0.0666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33999999999997	0.06	0.00666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00666666666667	0	0.14	0.1866666666667	0	0	0	0	0	0	0.04	0.01999999999997	0.0133333333333	0.06	0.0333333333333	0.0466666666667	0.1	0.02	0.0733333333333	0	0.06666666666667	0.06	0	0	0.0333333333333	0.00666666666667	0.08	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666666666667	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11333333333334	0	0	0	0	0	0.0666666666667	0	0	0	0	0	0	0	0	0	0	0.94000000000002	0.00666666666667	0	0.82666666666668	0	0	0	0.0266666666667	0	0.0133333333333	0.00666666666667	0	0.00666666666667	0.67333333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06
Ossetian	42.24	44	1	2	0	Indo-European	oss	Ossetian	138	0	0	0	0	0	0	0	0	0	0.0144927536232	0	0	0	0	0	0	0	0	0.00724637681159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28260869565219	0.0289855072464	0.00724637681159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18115942029	0.2681159420292	0	0	0	0	0	0	0.0217391304348	0.0144927536232	0	0.0289855072464	0.0507246376812	0.0217391304348	0.0434782608696	0.00724637681159	0.0724637681159	0	0.0869565217391	0.0869565217391	0	0	0.0797101449275	0	0.123188405797	0.0217391304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0652173913043	0	0	0	0	0	0	0.1449275362318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13043478260869	0	0	0	0	0	0.0144927536232	0	0	0	0	0	0	0	0	0	0	0.95652173913055	0.0289855072464	0	0.82608695652186	0	0	0.0434782608696	0.0289855072464	0	0	0.0144927536232	0	0.01449275362318	0.70289855072478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0869565217391
Abkhaz	43	41.03	3	2	0	North-west Caucasus	abk	Abkhaz	136	0.00735294117647	0	0	0	0	0	0	0	0	0.0588235294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3382352941177	0.0514705882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00735294117647	0	0.235294117647	0.2647058823528	0	0	0	0	0	0	0.0367647058824	0.0220588235294	0.0220588235294	0.0514705882353	0.0661764705882	0.0367647058824	0.0735294117647	0.0514705882353	0.0735294117647	0	0.0367647058824	0.0367647058824	0	0	0.0294117647059	0.00735294117647	0.0147058823529	0.0367647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0955882352941	0	0	0	0	0	0	0.0514705882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09558823529417	0	0	0	0	0	0.0588235294118	0	0	0	0	0	0	0	0	0	0	0.99264705882351	0.00735294117647	0	0.89705882352934	0	0	0	0.0147058823529	0	0.0220588235294	0	0	0	0.72058823529407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367647058824
Armenian	40	45	2	2	0	Indo-European	hye	Armenian	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333	0.4444444444441	0	0	0.0833333333333	0	0	0	0.0277777777778	0.0555555555556	0.0277777777778	0	0	0.111111111111	0	0	0	0	0.0277777777778	0.0277777777778	0	0	0	0	0.0555555555556	0.0277777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8888888888886	0	0	0.8888888888886	0	0	0	0	0.0277777777778	0.0555555555556	0	0	0	0.833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277777777778
Koya	17.5	81.333	1	3	0	Dravidian	kff	Koya	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20987654321	0	0	0	0	0	0	0	0	0	0	0	0	0.0123456790123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123456790123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1481481481477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16049382716	0	0	0.0123456790123	0	0	0	0	0	0	0	0	0	0.0123456790123	0	0.185185185185	0.0617283950617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20987654321	0	0	0	0	0	0	0	0	0
Tamil	11	78.5	2	2	0	Dravidian	tam	Tamil Nadu	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1632653061226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0408163265306	0.122448979592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9795918367353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1428571428579	0	0	0.1632653061226	0	0	0	0	0	0	0	0	0	0.1632653061226	0	0.0204081632653	0.244897959184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Green_Hmong	28	105	2	1	8	Hmong-Mien	hnj	Hmong	103	0.0873786407767	0	0	0.0291262135922	0	0	0	0.0582524271845	0.00970873786408	0.0970873786408	0.0485436893204	0	0	0.0291262135922	0	0	0	0	0.04854368932048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0194174757282	0	0	0	0	0	0	0	0	0	0	0	0.0388349514563	0.00970873786408	0	0	0.00970873786408	0	0	0	0	0.11650485436896	0.06796116504858	0	0	0.0194174757282	0	0	0	0.1067961165049	0	0	0	0.0194174757282	0	0.04854368932038	0	0	0	0	0.0194174757282	0.19417475728156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18446601941754	0.1941747572814	0.14563106796118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485436893204	0	0	0.0291262135922	0	0.00970873786408	0	0	0	0	0.0873786407767	0.0679611650485	0.0194174757282	0	0.00970873786408	0	0.47572815533976	0	0	0.0388349514563	0	0	0.116504854369	0	0	0	0	0	0	0	0	0.0194174757282	0	0.990291262136	0	0	0.51456310679624	0	0	0	0	0	0	0	0	0.02912621359228	0.38834951456318	0	0	0	0.0194174757282	0.00970873786408	0.00970873786408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mien_Yao	20.833	101.167	2	1	8	Hmong-Mien	ium	Mien	370	0.01891891891891	0	0	0.0405405405405	0	0	0	0.116216216216	0.00540540540541	0.054054054054	0.01081081081081	0	0	0.027027027027	0.0108108108108	0	0	0	0.0351351351351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0432432432432	0.0027027027027	0	0	0	0	0	0	0	0	0	0	0	0.027027027027	0.00810810810811	0	0	0	0	0	0	0	0.20540540540531	0.12432432432411	0	0	0.0297297297297	0	0	0	0.12162162162151	0.0108108108108	0	0	0	0	0.1027027027026	0	0	0	0	0.0297297297297	0.20810810810792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33243243243212	0.11351351351381	0.16216216216201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0945945945946	0	0	0.0405405405405	0	0.00810810810811	0	0	0	0	0.0918918918918	0.054054054054	0.0216216216216	0.00540540540541	0.0189189189189	0	0.37837837837851	0	0	0.081081081081	0	0	0.0594594594594	0	0	0	0	0	0	0	0	0.0027027027027	0	0.99459459459416	0	0	0.61621621621565	0	0	0	0	0	0	0	0	0.0297297297297	0.56756756756704	0	0	0	0.0108108108108	0.0243243243243	0.0324324324324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cham_Eastern	11.333	108.5	3	1	2	Austronesian	cjm	Cham	168	0	0	0	0.006	0.024	0.107	0.012	0.161	0.018	0.006	0	0.006	0.006	0.06	0	0	0	0	0.006	0	0.012	0.042	0	0.006	0	0	0.006	0	0	0.018	0.012	0.006	0	0.024	0.024	0.03	0.018	0.024	0	0.018	0	0.03	0	0	0.012	0	0.042	0.012	0.03	0.018	0	0	0	0	0	0	0	0.191	0.179	0	0	0	0	0	0	0.108	0	0	0	0	0	0.078	0	0	0	0	0.072	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0.018	0.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0	0	0.006	0.024	0	0	0	0	0	0.09	0.072	0	0	0	0	0.3	0	0	0.054	0	0.024	0.024	0	0	0	0	0	0	0	0	0	0	0.982000000000001	0	0	0.682	0	0.012	0	0	0	0	0	0	0.072	0.592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0
Vietnamese	21.5	106	2	1	5	Austroasiatic	vie	Viet	292	0.017	0	0	0.01	0.017	0.01	0.014	0.079	0.007	0.034	0.024	0	0	0.062	0.007	0.007	0	0	0.017	0.014	0.017	0.003	0.01	0.003	0	0	0	0.003	0.003	0	0.003	0.017	0	0	0	0.058	0.014	0.007	0.007	0	0.003	0.017	0	0	0	0	0	0	0.034	0.014	0.007	0.003	0	0	0	0	0	0.102	0.086	0	0	0	0	0	0	0.222	0	0	0	0	0	0.15	0	0	0	0	0.044	0.298	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0.205	0.065	0.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0.01	0.017	0	0	0	0	0	0.205	0.113	0	0	0.007	0	0.394	0	0	0.116	0	0.034	0.048	0	0	0	0	0	0	0	0	0	0	0.985	0	0	0.591	0	0	0	0	0	0	0	0	0.044	0.517	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khmer	12	105	2	1	0	Austroasiatic	khm	Cambodia	31	0	0	0	0	0	0.161	0	0	0	0	0	0	0	0.258	0	0	0	0	0	0	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0.065	0	0	0	0	0	0	0.065	0	0.032	0	0	0	0	0	0	0	0	0.161	0	0	0	0	0	0	0	0.258	0	0	0	0	0	0	0	0	0	0	0	0.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193	0	0.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258	0.258	0	0	0	0	0.323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.677	0	0	0	0	0	0	0	0	0	0.612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
