Population,Size,A,B4a1a1,B4a2,B4b1,B4c1b,B4c2,B4g,B5a,B5b,C,D5,E1,E2,F1a1a,F2,F3a,F3b,F4,G,M10,M12,M17,M19,M20,M21a,M21b,M22,M33c,M47,M50,M51,M71,M72,M73,M77,M7b1,M8a,M9,N10,N21,N22,N9a6,P,Q,R11,R21,R22,R23,R9b,R9c,U,W,Y,Z,A2,A5,A8,B4,B5,C1,C4,C5,D2,D3,D4,F1,F2a,G1,G2a,G3,M3a,M7,M8a2,M9a,M11,M13a,N9a,R9,L2a,H,HV,HV0a,V,R0a,R2,J1,J2,T1,N1,I,N2,U1,U2,U3,U4,U5,U7a,U8,K,X2e,B,D,F,J,T,H1,H3,H4,H5,H8,J1b,J1b1,K1,K2,K2a,K2b,T2,T3,U5a,U5a1,U5b,U5b1,U6,U7,X,L2,A1,A1a,A2a,A2b,N9b,JT,B4a,B4a1,B4a3,B4b,B4c1,B4f,B5a1,B5b1,B5b2,B5b3,F1a,F1a1,F1b,F1c,F3,F4b,M,M7a,M7a1,M7b,M7b2,M7c,M8,C4a,G2a1,D4a,D4a1,D4b,D4d,D4k,D4n,D5a,L1,L3,M1,M5,N,R1,E,HV0,HV1,HV2,N1a,N1b,N2a,N9,R,U9,M2,M3,A6,B4e,G2,M7c1,L0d1,L0d2,L0d3,L0k1a,L0k1b,L0k2,C1a,D1a,S,M27a,M27b,M27c,M28a,M28b,M29a,M29b,P1,P1d,P1d1,Q1,Q1a,Q1b,Q1c,Q2a,Q2a2,B4a1a,B4a1a1a,B4a1a1a1,B4a1a1a3,B4a1a1a4,B4a1a1b,B4b1a2,B5b1c,B5b2a1b1,E1a2,E1b1,E2a,H1a,L0a,L1b,L1c,L2b,L2c,L2d,L2e,L3b,L3d,L3e,L3f,L3h,L4b,U6a,L0d,L0k,G1a,L0,M9b,E1b,M7c3,R5,R6,U2a,U2b,U2c,U2e,U8b
Mozabites,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.035,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0,0.0,0.059,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.07,0.047,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Berbers,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.02,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.02,0,0,0.0,0,0.1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.0,0.1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basques,173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.052,0,0,0.0,0,0.04,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.017,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catalans,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.013,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.064,0,0,0.0,0,0.026,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.026,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.013,0.0,0.0,0.013,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Spain,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.02,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.02,0,0,0.0,0,0.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0,0.0,0.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Portuguese,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.03,0,0,0.0,0,0.06,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.0,0.03,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italians,411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0.012,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0.053,0,0,0.002,0,0.068,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.039,0.004,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.017,0.006,0.0,0.011,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avar,61.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0819672131148,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229508196721,0.0655737704918,0,0.0491803278689,0.0,0,0,0,0.0,0.0,0.016393442623,0,0.0819672131148,0.0,0.0,0.0655737704918,0.131147540984,0,0.0,0.131147540984,0,0.0491803278689,0.0,0.0,0.016393442623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0491803278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.016393442623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Chechen,176.0,0.0,0,0,0,0,0,0,0,0,0.0113636363636,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0397727272727,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244318181818,0.0113636363636,0,0.00568181818182,0.0,0,0,0,0.0170454545455,0.0,0.0454545454545,0,0.0113636363636,0.0340909090909,0.0454545454545,0.0454545454545,0.0852272727273,0,0.0,0.0568181818182,0,0.0,0.0113636363636,0.0,0.0340909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0170454545455,0.0170454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113636363636,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0340909090909,0.00568181818182,0.0227272727273,0.0170454545455,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Ingush,103.0,0.0,0,0,0,0,0,0,0,0,0.0194174757282,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194174757282,0.0194174757282,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281553398058,0.00970873786408,0,0.00970873786408,0.0,0,0,0,0.0194174757282,0.0,0.0776699029126,0,0.0194174757282,0.0194174757282,0.0873786407767,0.0291262135922,0.135922330097,0,0.0,0.0388349514563,0,0.0,0.0291262135922,0.0,0.0291262135922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.00970873786408,0.00970873786408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485436893204,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0485436893204,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Lezgian,46.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0434782608696,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239130434783,0.0,0,0.0,0.0434782608696,0,0,0,0.0,0.0,0.130434782609,0,0.0,0.0652173913043,0.0652173913043,0.130434782609,0.0,0,0.0,0.0,0,0.0,0.0434782608696,0.0,0.108695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0434782608696,0.0,0.0,0.0,0.0869565217391,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Kabardian,150.0,0.0,0,0,0,0,0,0,0,0,0.0666666666667,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.06,0.00666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.02,0,0.0,0.0,0,0,0,0.04,0.0,0.0133333333333,0,0.0333333333333,0.0466666666667,0.1,0.02,0.0733333333333,0,0.00666666666667,0.06,0,0.0,0.0333333333333,0.00666666666667,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666666666667,0,0.0,0,0.0,0.0,0.0266666666667,0.0,0.0,0.00666666666667,0.0,0.0,0.02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Ossetian,138.0,0.0,0,0,0,0,0,0,0,0,0.0144927536232,0,0,0,0,0,0,0,0,0.00724637681159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0289855072464,0.00724637681159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18115942029,0.0144927536232,0,0.0,0.0,0,0,0,0.0217391304348,0.0,0.0,0,0.0507246376812,0.0217391304348,0.0434782608696,0.00724637681159,0.0724637681159,0,0.0,0.0869565217391,0,0.0,0.0797101449275,0.0,0.123188405797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289855072464,0,0.0,0,0.0,0.0434782608696,0.0289855072464,0.0,0.0,0.0144927536232,0.0,0.00724637681159,0.00724637681159,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Armenian,36.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333,0.0833333333333,0,0.0,0.0833333333333,0,0,0,0.0277777777778,0.0,0.0277777777778,0,0.0,0.111111111111,0.0,0.0,0.0,0,0.0,0.0277777777778,0,0.0,0.0,0.0,0.0555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0277777777778,0.0277777777778,0.0,0.0,0.0,0.0555555555556,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Chenchu,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.1875,0.0,0,0,0,0,0,0,0,0,0,0,0,0.177083333333,0.0104166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0
Koya,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0123456790123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691358024691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.185185185185,0.0617283950617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20987654321,0,0,0,0,0,0,0,0,0
Tamil Nadu,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408163265306,0.122448979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0204081632653,0.244897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
Hmong,103.0,0.0679611650485,0,0,0.0291262135922,0,0,0,0.0582524271845,0.00970873786408,0.0776699029126,0.0291262135922,0,0,0.0291262135922,0,0,0,0,0.0194174757282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0194174757282,0,0,0,0,0,0,0,0,0,0,0,0.0388349514563,0.00970873786408,0,0,0.00970873786408,0,0,0,0,0.0194174757282,0.0,0,0,0.0194174757282,0,0,0,0.0,0.0,0,0,0.0194174757282,0,0.00970873786408,0,0,0,0,0.0194174757282,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.145631067961,0.0291262135922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485436893204,0,0,0,0,0.00970873786408,0,0,0,0,0.0194174757282,0.0388349514563,0.0194174757282,0.0,0.00970873786408,0,0.0679611650485,0,0,0.0388349514563,0,0,0.0,0,0,0,0,0,0,0,0,0.0194174757282,0,0,0,0,0.00970873786408,0,0,0,0,0,0,0,0,0,0.00970873786408,0,0,0,0.0194174757282,0.00970873786408,0.00970873786408,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mien,370.0,0.00810810810811,0,0,0.0405405405405,0,0,0,0.116216216216,0.00540540540541,0.0243243243243,0.00810810810811,0,0,0.027027027027,0,0,0,0,0.0027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432432432432,0.0027027027027,0,0,0,0,0,0,0,0,0,0,0,0.027027027027,0.00810810810811,0,0,0.0,0,0,0,0,0.0378378378378,0.0027027027027,0,0,0.0297297297297,0,0,0,0.0027027027027,0.0108108108108,0,0,0.0,0,0.0216216216216,0,0,0,0,0.0297297297297,0.0108108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027027027027,0.102702702703,0.0108108108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945945945946,0,0,0,0,0.00810810810811,0,0,0,0,0.0378378378378,0.027027027027,0.0216216216216,0.00540540540541,0.0189189189189,0,0.0675675675676,0,0,0.0378378378378,0,0,0.0027027027027,0,0,0,0,0,0,0,0,0.0027027027027,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.027027027027,0,0,0,0.0108108108108,0.0243243243243,0.0324324324324,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cham,168.0,0.0,0.0,0.0,0.006,0.024,0.107,0.012,0.161,0.018,0.006,0.0,0.006,0.006,0.06,0.0,0.0,0.0,0.0,0.006,0.0,0.012,0.042,0.0,0.006,0.0,0.0,0.006,0.0,0.0,0.018,0.012,0.006,0.0,0.024,0.024,0.03,0.018,0.012,0.0,0.018,0.0,0.03,0.0,0.0,0.012,0.0,0.042,0.012,0.03,0.018,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0.0,0,0,0,0,0.042,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0.018,0.012,0,0,0,0,0.0,0,0,0.024,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.012,0,0,0,0,0,0,0
Viet,292.0,0.017,0.0,0.0,0.01,0.017,0.01,0.014,0.079,0.007,0.034,0.024,0.0,0.0,0.062,0.007,0.007,0.0,0.0,0.017,0.014,0.017,0.003,0.01,0.003,0.0,0.0,0.0,0.003,0.003,0.0,0.003,0.017,0.0,0.0,0.0,0.058,0.014,0.007,0.007,0.0,0.003,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.014,0.007,0.003,0.0,0,0,0,0,0.027,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0.0,0,0,0,0,0.027,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0.092,0.051,0,0,0,0,0.034,0,0,0.058,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0
